idx,credit_risk,sex,account_check_status,duration_in_month,credit_history,credit_amount,savings,present_employment_since,installment_as_income_perc,marriage,other_debtors,property,age_in_years,age>25,age>35,other_installment_plans,housing,number_of_existing_credits_at_this_bank,telephone,foreign_worker,job
616,0,0,1,48,0,12204,4,2,2,0,2,2,48,0,0,0,1,1,1,0,3
617,0,0,1,60,4,9157,4,2,2,0,2,3,27,1,1,2,2,1,0,0,3
618,0,0,0,6,5,3676,0,2,1,0,3,0,37,1,0,2,0,3,0,0,2
619,1,1,1,30,3,3441,1,2,2,1,4,2,21,1,1,2,0,1,0,0,2
620,0,0,3,12,3,640,0,2,4,2,2,0,49,0,0,2,1,1,0,0,1
621,0,0,1,21,5,3652,0,3,2,0,3,1,27,1,1,2,1,2,0,0,2
622,1,0,3,18,5,1530,0,2,3,0,2,1,32,1,0,0,1,2,0,0,2
623,1,0,3,48,3,3914,4,2,4,2,2,0,38,1,0,0,1,1,0,0,2
624,0,1,0,12,3,1858,0,1,4,1,1,2,22,1,1,2,0,1,0,0,2
625,1,0,0,18,3,2600,0,2,4,0,4,3,65,0,0,2,2,2,0,0,2
626,0,0,3,15,3,1979,4,4,4,0,2,2,35,1,1,2,1,1,0,0,2
627,0,0,2,6,3,2116,0,2,2,0,2,0,41,1,0,2,1,1,1,0,2
628,1,0,1,9,1,1437,1,3,2,0,3,3,29,1,1,2,1,1,0,0,2
629,0,0,3,42,5,4042,2,2,4,0,4,0,36,1,0,2,1,2,1,0,2
630,0,0,3,9,3,3832,4,4,1,0,4,0,64,1,1,2,1,1,0,0,1
631,0,1,0,24,3,3660,0,2,2,1,4,2,28,1,1,2,1,1,0,0,2
632,1,0,0,18,1,1553,0,2,4,0,3,2,44,1,0,0,1,1,0,0,2
633,0,0,1,15,3,1444,4,1,4,0,1,1,23,1,1,2,1,1,0,0,2
634,1,1,3,9,3,1980,0,1,2,1,2,2,19,0,0,2,0,2,0,0,2
635,1,1,1,24,3,1355,0,1,3,1,4,2,25,0,0,2,1,1,1,0,1
636,0,0,3,12,3,1393,0,4,4,0,4,1,47,0,0,0,1,3,1,0,2
637,0,1,3,24,3,1376,2,3,4,1,1,2,28,1,1,2,1,1,0,0,2
638,0,0,3,60,4,15653,0,3,2,0,4,2,21,1,0,2,1,2,1,0,2
639,0,1,3,12,3,1493,0,1,4,1,3,2,34,0,0,2,1,1,0,0,2
640,1,0,0,42,4,4370,0,3,3,0,2,1,26,1,0,0,1,2,1,0,2
641,1,1,0,18,3,750,0,0,4,1,1,0,27,1,0,2,1,1,0,0,0
642,0,0,1,15,3,1308,0,4,4,0,4,2,38,1,0,2,1,2,0,0,1
643,1,0,3,15,3,4623,1,2,3,0,2,1,40,1,1,2,1,1,1,0,3
644,0,0,3,24,5,1851,0,3,4,3,2,2,33,1,1,2,1,2,1,0,2
645,0,0,0,18,5,1880,0,3,4,3,1,1,32,1,0,2,1,2,1,0,3
646,1,0,3,36,4,7980,4,1,4,0,4,2,27,1,0,2,0,2,1,0,2
647,0,0,0,30,0,4583,0,2,2,2,2,0,32,1,0,2,1,2,0,0,2
648,1,1,3,12,3,1386,2,2,2,1,2,1,26,1,0,2,1,1,0,0,2
649,1,0,2,24,3,947,0,3,4,0,3,3,38,1,0,0,2,1,0,0,2
650,1,0,0,12,3,684,0,2,4,0,4,2,40,1,1,2,0,1,0,0,1
651,0,0,0,48,3,7476,0,3,4,0,1,3,50,1,1,2,2,1,1,0,3
652,1,0,1,12,3,1922,0,2,4,0,2,1,37,1,1,2,1,1,0,0,1
653,1,0,0,24,3,2303,0,4,4,0,1,0,45,1,1,2,1,1,0,0,2
654,1,0,1,36,4,8086,1,4,2,0,4,2,42,1,1,2,1,4,1,0,3
655,0,0,3,24,5,2346,0,3,4,0,3,2,35,1,1,2,1,2,1,0,2
656,0,0,0,14,3,3973,0,0,1,0,4,3,22,1,0,2,2,1,0,0,2
657,1,0,1,12,3,888,0,4,4,0,4,2,41,0,0,0,1,1,0,0,1
658,0,0,3,48,3,10222,4,3,4,0,3,2,37,1,1,1,1,1,1,0,2
659,0,1,1,30,0,4221,0,2,2,1,1,2,28,1,1,2,1,2,0,0,2
660,0,0,1,18,5,6361,0,4,2,0,1,3,41,1,0,2,1,1,1,0,2
661,0,0,2,12,3,1297,0,2,3,3,4,0,23,1,1,2,0,1,0,0,2
662,1,0,0,12,3,900,4,2,4,3,2,2,23,0,0,2,1,1,0,0,2
663,0,0,3,21,3,2241,0,4,4,0,2,0,50,0,0,2,1,2,0,0,2
664,0,0,1,6,4,1050,0,0,4,0,1,1,35,1,1,1,1,2,1,0,3
665,0,1,2,6,5,1047,0,2,2,1,4,1,50,1,0,2,1,1,0,0,1
666,0,0,3,24,5,6314,0,0,4,0,2,3,27,1,1,0,1,2,1,0,3
667,0,0,1,30,1,3496,3,2,4,0,2,2,34,1,0,1,1,1,1,0,2
668,0,1,3,48,1,3609,0,2,1,1,1,0,27,1,0,1,1,1,0,0,2
669,1,0,0,12,5,4843,0,4,3,0,4,1,43,1,0,2,0,2,1,0,2
670,0,0,2,30,5,3017,0,4,4,0,4,1,47,1,1,2,1,1,0,0,2
671,0,0,3,24,5,4139,1,2,3,0,3,1,27,1,1,2,1,2,1,0,1
672,0,0,3,36,3,5742,1,3,2,0,2,2,31,1,0,2,1,2,1,0,2
673,0,0,3,60,3,10366,0,4,2,0,4,1,42,1,0,2,1,1,1,0,3
674,0,0,3,6,5,2080,2,2,1,3,2,2,24,1,1,2,1,1,0,0,2
675,1,0,3,21,4,2580,2,1,4,0,2,0,41,0,0,0,1,1,0,0,1
676,0,1,3,30,5,4530,0,3,4,1,4,2,26,1,1,2,0,1,1,0,3
677,0,0,3,24,5,5150,0,4,4,0,4,2,33,1,0,2,1,1,1,0,2
678,1,0,1,72,3,5595,1,2,2,3,2,2,24,1,0,2,1,1,0,0,2
679,0,0,0,24,3,2384,0,4,4,0,4,0,64,0,0,0,0,1,0,0,1
680,0,1,3,18,3,1453,0,1,3,1,1,0,26,1,1,2,1,1,0,0,2
681,0,1,3,6,3,1538,0,1,1,1,2,3,56,1,0,2,1,1,0,0,2
682,0,0,3,12,3,2279,4,2,4,0,4,3,37,1,1,2,2,1,1,0,2
683,0,0,3,15,4,1478,0,2,4,3,3,0,33,1,1,0,1,2,0,0,2
684,0,0,3,24,5,5103,0,1,3,3,3,3,47,1,0,2,2,3,1,0,2
685,0,0,1,36,4,9857,1,3,1,0,3,1,31,1,1,2,1,2,1,0,1
686,0,0,3,60,3,6527,4,2,4,0,4,3,34,1,0,2,2,1,1,0,2
687,0,0,2,10,5,1347,4,3,4,0,2,1,27,1,0,2,1,2,1,0,2
688,0,0,1,36,4,2862,1,4,4,0,3,3,30,1,0,2,2,1,0,0,2
689,0,0,3,9,3,2753,1,4,3,0,4,2,35,1,0,2,1,1,1,0,2
690,0,0,0,12,3,3651,3,2,1,0,3,1,31,1,0,2,1,1,0,0,2
691,0,0,0,15,5,975,0,2,2,2,3,1,25,1,0,2,1,2,0,0,2
692,0,1,1,15,3,2631,1,2,3,1,2,0,25,0,0,2,1,1,0,0,1
693,0,0,1,24,3,2896,1,1,2,0,1,2,29,0,0,2,1,1,0,0,2
694,0,0,0,6,5,4716,4,1,1,0,3,0,44,1,0,2,1,2,0,0,1
695,0,0,3,24,3,2284,0,3,4,0,2,2,28,1,1,2,1,1,1,0,2
696,0,0,3,6,3,1236,2,2,2,0,4,1,50,1,0,2,0,1,0,0,2
697,0,0,1,12,3,1103,0,3,4,0,3,0,29,1,1,2,1,2,0,1,2
698,0,1,3,12,5,926,0,0,1,1,2,1,38,1,0,2,1,1,0,0,0
699,0,0,3,18,5,1800,0,2,4,0,2,2,24,1,1,2,1,2,0,0,2
700,0,0,2,15,3,1905,0,4,4,0,4,2,40,0,0,2,0,1,1,0,3
701,1,1,3,12,3,1123,2,2,4,1,4,2,29,1,1,2,0,1,0,0,1
702,1,0,0,48,5,6331,0,4,4,0,4,3,46,1,0,2,2,2,1,0,2
703,0,1,2,24,3,1377,1,4,4,1,2,3,47,1,1,2,2,1,1,0,2
704,0,0,1,30,4,2503,1,4,4,0,2,1,41,1,1,1,1,2,0,0,2
705,0,1,1,27,3,2528,0,1,4,1,1,1,32,1,1,2,1,1,1,0,2
706,0,1,3,15,3,5324,2,4,1,1,4,3,35,1,0,2,2,1,0,0,2
707,1,0,1,48,3,6560,1,3,3,0,2,1,24,1,0,2,1,1,0,0,2
708,1,1,1,12,0,2969,0,1,4,1,3,1,25,0,0,2,0,2,0,0,2
709,0,1,1,9,3,1206,0,4,4,1,4,0,25,0,0,2,1,1,0,0,2
710,0,0,1,9,3,2118,0,2,2,0,2,0,37,0,0,2,1,1,0,0,1
711,0,0,3,18,5,629,2,4,4,0,3,1,32,1,1,0,1,2,1,0,3
712,1,1,0,6,1,1198,0,4,4,1,4,3,35,1,0,2,2,1,0,0,2
713,0,0,3,21,3,2476,4,4,4,0,4,0,46,1,0,2,1,1,1,0,3
714,0,0,0,9,5,1138,0,2,4,0,4,0,25,1,1,2,1,2,0,0,1
715,1,0,1,60,3,14027,0,3,4,0,2,3,27,0,0,2,1,1,1,0,3
716,0,0,3,30,5,7596,4,4,1,0,4,2,63,1,0,2,1,2,0,0,2
717,0,0,3,30,5,3077,4,4,3,0,2,2,40,1,1,2,1,2,1,0,2
718,0,0,3,18,3,1505,0,2,4,0,2,3,32,1,1,2,2,1,1,0,3
719,0,0,2,24,5,3148,4,2,3,0,2,2,31,1,0,2,1,2,1,0,2
720,0,0,1,20,0,6148,1,4,3,3,4,2,31,1,0,0,1,2,1,0,2
721,1,0,2,9,0,1337,0,1,4,0,2,2,34,1,0,2,1,2,1,0,3
722,1,1,1,6,1,433,3,1,4,1,2,1,24,1,0,0,0,1,0,0,2
723,1,1,0,12,3,1228,0,2,4,1,2,0,24,0,0,2,1,1,0,0,1
724,0,1,1,9,3,790,2,2,4,1,3,0,66,0,0,2,1,1,0,0,1
725,1,1,3,27,3,2570,0,2,3,1,3,0,21,1,1,2,0,1,0,0,2
726,0,1,3,6,5,250,3,2,2,1,2,0,41,0,0,0,1,2,0,0,1
727,0,0,3,15,5,1316,2,2,2,3,2,1,47,1,1,2,1,2,0,0,1
728,1,1,0,18,3,1882,0,2,4,1,4,2,25,1,1,0,0,2,0,0,2
729,1,1,1,48,1,6416,0,4,4,1,3,3,59,0,0,2,0,1,0,0,2
730,0,0,2,24,5,1275,3,2,2,2,4,0,36,1,1,2,1,2,1,0,2
731,0,0,1,24,4,6403,0,1,1,0,2,2,33,1,1,2,1,1,0,0,2
732,1,0,0,24,3,1987,0,2,2,0,4,0,21,1,0,2,0,1,0,0,1
733,0,1,1,8,3,760,0,3,4,1,2,0,44,0,0,2,1,1,0,0,1
734,0,1,3,24,3,2603,3,2,2,1,4,2,28,1,1,2,0,1,1,0,2
735,0,1,3,4,5,3380,0,3,1,1,1,0,37,1,0,2,1,1,0,0,2
736,0,1,1,36,1,3990,4,1,3,1,2,3,29,1,1,0,1,1,0,0,0
737,1,1,1,24,3,11560,0,2,1,1,4,2,23,1,0,2,0,2,0,0,3
738,0,0,0,18,3,4380,1,2,3,0,4,2,35,0,0,2,1,1,1,0,1
739,0,0,3,6,5,6761,0,3,1,0,3,3,45,1,0,2,1,2,1,0,3
740,1,1,1,30,0,4280,1,2,4,1,4,2,26,1,1,2,0,2,0,0,1
741,0,0,0,24,1,2325,1,3,2,0,3,2,32,1,0,0,1,1,0,0,2
742,0,0,1,10,1,1048,0,2,4,0,4,0,23,1,0,1,1,1,0,0,1
743,0,0,3,21,3,3160,4,4,4,0,3,1,41,0,0,2,1,1,1,0,2
744,0,0,0,24,1,2483,2,2,4,0,4,0,22,1,1,1,1,1,1,0,2
745,0,0,0,39,5,14179,4,3,4,0,4,1,30,0,0,2,1,2,1,0,3
746,0,0,0,13,5,1797,0,1,3,0,1,1,28,1,0,0,1,2,0,0,1
747,0,1,0,15,3,2511,0,0,1,1,4,2,23,1,0,2,0,1,0,0,2
748,1,1,0,12,3,1274,0,1,3,1,1,0,37,0,0,2,1,1,0,0,1
749,0,0,3,21,3,5248,4,2,1,0,3,2,26,1,1,2,1,1,0,0,2
750,0,0,3,15,3,3029,0,3,2,0,2,2,33,1,0,2,1,1,0,0,2
751,0,1,0,6,3,428,0,4,2,1,1,1,49,1,0,0,1,1,1,0,2
752,1,1,0,18,3,976,0,1,1,1,2,2,23,1,1,2,1,1,0,0,1
753,0,1,1,12,3,841,1,3,2,1,4,0,23,0,0,2,0,1,0,0,1
754,0,1,3,30,5,5771,0,3,4,1,2,2,25,0,0,2,1,2,0,0,2
755,1,0,3,12,4,1555,3,4,4,0,4,3,55,0,0,2,2,2,0,0,2
756,1,1,0,24,3,1285,4,3,4,1,4,3,32,1,1,2,0,1,0,0,2
757,0,0,2,6,5,1299,0,2,1,0,1,0,74,1,0,2,1,3,0,1,0
758,1,0,2,15,5,1271,4,2,3,0,4,3,39,1,1,2,2,2,1,0,2
759,0,0,3,24,3,1393,0,2,2,0,2,0,31,1,1,2,1,1,1,0,2
760,1,0,0,12,5,691,0,4,4,0,3,1,35,1,0,2,1,2,0,0,2
761,0,1,3,15,5,5045,4,4,1,1,4,2,59,1,0,2,1,1,1,0,2
762,1,1,0,18,5,2124,0,2,4,1,4,0,24,1,1,2,0,2,0,0,2
763,0,0,0,12,3,2214,0,2,4,0,3,1,24,0,0,2,1,1,0,0,1
764,1,0,3,21,5,12680,4,4,4,0,4,3,30,0,0,2,2,1,1,0,3
765,0,0,3,24,5,2463,1,3,4,3,3,1,27,1,0,2,1,2,1,0,2
766,0,0,1,12,3,1155,0,4,3,3,3,0,40,1,0,0,1,2,0,0,1
767,1,0,0,30,3,3108,0,1,2,2,4,1,31,1,1,2,1,1,0,0,1
768,0,1,3,10,3,2901,4,1,1,1,4,0,31,1,0,2,0,1,0,0,2
769,0,0,1,12,5,3617,0,4,1,0,4,2,28,1,0,2,0,3,1,0,2
770,0,0,3,12,5,1655,0,4,2,0,4,0,63,1,0,2,1,2,1,0,1
771,0,1,0,24,3,2812,4,4,2,1,4,0,26,1,1,2,0,1,0,0,2
772,1,1,0,36,5,8065,0,2,3,1,2,3,25,1,0,2,1,2,1,0,3
773,0,0,3,21,5,3275,0,4,1,0,4,2,36,0,0,2,1,1,1,0,3
774,0,0,3,24,5,2223,1,4,4,0,4,1,52,1,1,0,1,2,0,0,2
775,0,0,2,12,5,1480,2,0,2,0,4,3,66,1,1,0,2,3,0,0,0
776,1,1,0,24,3,1371,4,2,4,1,4,0,25,1,1,2,0,1,0,0,2
777,0,0,3,36,5,3535,0,3,4,0,4,2,37,0,0,2,1,2,1,0,2
778,0,1,0,18,3,3509,0,3,4,1,1,0,25,1,1,2,1,1,0,0,2
779,0,0,3,36,5,5711,3,4,4,0,2,2,38,0,0,2,1,2,1,0,3
780,0,1,1,18,3,3872,0,0,2,1,4,2,67,1,1,2,1,1,1,0,2
781,1,0,1,39,5,4933,0,3,2,0,2,0,25,1,1,2,1,2,0,0,2
782,0,0,3,24,5,1940,3,4,4,0,4,0,60,0,0,2,1,1,1,0,2
783,0,0,1,12,0,1410,0,2,2,0,2,0,31,1,1,2,1,1,1,0,1
784,1,1,1,12,3,836,1,1,4,1,2,1,23,1,0,0,1,1,0,0,1
785,0,0,1,20,3,6468,4,0,1,2,4,0,60,0,0,2,1,1,1,0,3
786,0,0,1,18,3,1941,3,2,4,0,2,1,35,1,1,2,1,1,1,0,1
787,0,0,3,22,3,2675,2,4,3,0,4,2,40,1,0,2,1,1,0,0,2
788,0,0,3,48,5,2751,4,4,4,0,3,2,38,1,1,2,1,2,1,0,2
789,1,0,1,48,4,6224,0,4,4,0,4,3,50,1,1,2,2,1,0,0,2
790,1,0,0,40,5,5998,0,2,4,0,3,3,27,1,1,0,1,1,1,0,2
791,1,1,1,21,3,1188,0,4,2,1,4,1,39,1,0,2,1,1,0,0,2
792,0,0,3,24,3,6313,4,4,3,0,4,2,41,1,1,2,1,1,1,0,3
793,0,0,3,6,5,1221,4,2,1,3,2,1,27,1,1,2,1,2,0,0,2
794,0,0,2,24,3,2892,0,4,3,2,4,3,51,1,0,2,2,1,0,0,2
795,0,0,3,24,3,3062,2,4,4,0,3,3,32,1,1,2,0,1,1,0,2
796,0,1,3,9,3,2301,1,1,2,1,4,1,22,1,0,2,0,1,0,0,2
797,1,0,0,18,3,7511,4,4,1,0,4,1,51,0,0,2,2,1,1,0,2
798,0,1,3,12,5,1258,0,1,2,1,4,1,22,1,1,2,0,2,0,0,1
799,0,0,3,24,4,717,4,4,4,3,4,2,54,0,0,2,1,2,1,0,2
800,0,0,1,9,3,1549,4,1,4,0,2,0,35,1,1,2,1,1,0,0,0
801,0,0,3,24,5,1597,0,4,4,0,4,3,54,1,0,2,2,2,0,0,2
802,0,1,1,18,5,1795,0,4,3,1,4,0,48,1,1,0,0,2,1,0,1
803,0,1,0,20,5,4272,0,4,1,1,4,1,24,1,1,2,1,2,0,0,2
804,0,0,3,12,5,976,4,4,4,0,4,2,35,0,0,2,1,2,0,0,2
805,0,1,1,12,3,7472,4,0,1,1,2,0,24,1,0,2,0,1,0,0,0
806,1,0,0,36,3,9271,0,3,2,0,1,2,24,0,0,2,1,1,1,0,2
807,0,0,1,6,3,590,0,1,3,3,3,0,26,0,0,2,1,1,0,1,1
808,0,0,3,12,5,930,4,4,4,0,4,0,65,1,0,2,1,4,0,0,2
809,0,0,1,42,1,9283,0,0,1,0,2,3,55,1,1,0,2,1,1,0,3
810,1,1,1,15,0,1778,0,1,2,1,1,0,26,1,1,2,0,2,0,0,0
811,0,0,1,8,3,907,0,1,3,3,2,0,26,1,0,2,1,1,1,0,2
812,0,0,1,6,3,484,0,3,3,3,3,0,28,1,0,0,1,1,0,0,1
813,1,0,0,36,5,9629,0,3,4,0,4,2,24,1,0,2,1,2,1,0,2
814,1,0,0,48,3,3051,0,2,3,0,4,2,54,0,0,2,1,1,0,0,2
815,1,0,0,48,3,3931,0,3,4,0,4,3,46,1,1,2,2,1,0,0,2
816,0,1,1,36,4,7432,0,2,2,1,2,1,54,1,1,2,0,1,0,0,2
817,0,0,3,6,3,1338,2,2,1,2,4,0,62,1,1,2,1,1,0,0,2
818,0,1,3,6,5,1554,0,3,1,1,2,2,24,1,1,2,0,2,1,0,2
819,0,0,0,36,3,15857,0,0,2,2,3,2,43,0,0,2,1,1,0,0,3
820,1,0,0,18,3,1345,0,2,4,3,3,0,26,1,1,0,1,1,0,0,2
821,0,0,3,12,3,1101,0,2,3,3,2,0,27,1,0,2,1,2,1,0,2
822,0,0,2,12,3,3016,0,2,3,3,1,2,24,1,0,2,1,1,0,0,2
823,1,0,0,36,3,2712,0,4,2,0,2,1,41,0,0,0,1,1,0,0,2
824,0,0,0,8,5,731,0,4,4,0,4,0,47,1,1,2,1,2,0,0,1
825,0,0,3,18,5,3780,0,1,3,2,2,2,35,1,1,2,1,2,1,0,3
826,0,0,0,21,5,1602,0,4,4,3,3,2,30,1,0,2,1,2,1,0,2
827,1,1,0,18,5,3966,0,4,1,1,4,0,33,1,0,0,0,3,1,0,2
828,1,0,3,18,0,4165,0,2,2,0,2,2,36,1,0,1,1,2,0,0,2
829,1,0,0,36,3,8335,4,4,3,0,4,3,47,1,1,2,2,1,0,0,2
830,0,0,1,48,4,6681,4,2,4,0,4,3,38,1,1,2,2,1,1,0,2
831,0,0,3,24,4,2375,2,2,4,0,2,2,44,1,1,2,1,2,1,0,2
832,1,1,0,18,3,1216,0,1,4,1,3,2,23,1,1,2,0,1,1,0,2
833,1,0,0,45,0,11816,0,4,2,0,4,2,29,0,0,2,0,2,0,0,2
834,0,1,1,24,3,5084,4,4,2,1,4,2,42,1,0,2,1,1,1,0,2
835,1,1,2,15,3,2327,0,1,2,1,3,0,25,1,1,2,1,1,0,0,1
836,1,0,0,12,0,1082,0,2,4,0,4,2,48,0,0,0,1,2,0,0,2
837,0,1,3,12,3,886,4,2,4,1,2,2,21,1,1,2,1,1,0,0,2
838,0,1,3,4,3,601,0,1,1,1,3,0,23,0,0,2,0,1,0,0,1
839,0,0,0,24,5,2957,0,4,4,0,4,1,63,0,0,2,1,2,1,0,2
840,0,0,3,24,5,2611,0,4,4,3,3,0,46,1,1,2,1,2,0,0,2
841,1,0,0,36,3,5179,0,3,4,0,2,1,29,1,1,2,1,1,0,0,2
842,0,0,3,21,4,2993,0,2,3,0,2,0,28,1,0,1,1,2,0,0,1
843,1,1,3,18,3,1943,0,1,4,1,4,0,23,1,0,2,1,1,0,0,2
844,0,0,3,24,1,1559,0,3,4,0,4,2,50,0,0,0,1,1,1,0,2
845,0,0,3,18,3,3422,0,4,4,0,4,1,47,1,1,0,1,3,1,0,2
846,0,0,1,21,3,3976,4,3,2,0,3,2,35,1,1,2,1,1,1,0,2
847,1,0,3,18,3,6761,4,2,2,0,4,2,68,1,0,2,0,2,0,0,2
848,0,0,3,24,3,1249,0,1,4,3,2,0,28,1,1,2,1,1,0,0,2
849,0,0,0,9,3,1364,0,3,3,0,4,0,59,1,0,2,1,1,0,0,2
850,1,0,0,12,3,709,0,4,4,0,4,0,57,1,1,1,1,1,0,0,1
851,1,0,0,20,5,2235,0,2,4,3,2,1,33,1,1,0,0,2,0,1,2
852,0,0,3,24,5,4042,4,3,3,0,4,1,43,1,0,2,1,2,1,0,2
853,0,0,3,15,5,1471,0,2,4,0,4,3,35,1,1,2,2,2,1,0,2
854,1,0,0,18,1,1442,0,3,4,0,4,3,32,1,0,2,2,2,0,0,1
855,0,0,3,36,4,10875,0,4,2,0,2,2,45,1,0,2,1,2,1,0,2
856,0,0,3,24,3,1474,1,1,4,3,3,0,33,1,1,2,1,1,1,0,2
857,0,1,3,10,3,894,4,3,4,1,3,1,40,1,0,2,1,1,1,0,2
858,0,0,3,15,5,3343,0,2,4,0,2,3,28,1,1,2,2,1,1,0,2
859,1,1,0,15,3,3959,0,2,3,1,2,1,29,1,0,2,1,1,1,0,2
860,0,0,3,9,3,3577,1,2,1,0,2,0,26,1,0,2,0,1,0,1,2
861,0,0,3,24,5,5804,3,2,4,0,2,0,27,1,0,2,1,2,0,0,2
862,1,0,3,18,4,2169,0,2,4,3,2,2,28,1,0,2,1,1,1,0,2
863,1,1,0,24,3,2439,0,1,4,1,4,0,35,1,0,2,1,1,1,0,2
864,0,0,3,27,5,4526,3,1,4,0,2,0,32,1,0,1,1,2,1,0,1
865,1,0,3,10,3,2210,0,2,2,0,2,0,25,1,0,0,0,1,0,0,1
866,0,1,3,15,3,2221,2,2,2,1,4,2,20,0,0,2,0,1,0,0,2
867,0,1,0,18,3,2389,0,1,4,1,1,2,27,0,0,1,1,1,0,0,2
868,0,0,3,12,5,3331,0,4,2,0,4,1,42,1,0,1,1,1,0,0,2
869,0,0,3,36,3,7409,4,4,3,0,2,1,37,1,1,2,1,2,0,0,2
870,0,1,0,12,3,652,0,4,4,1,4,1,24,1,1,2,0,1,0,0,2
871,0,1,3,36,4,7678,2,3,2,1,4,2,40,0,0,2,1,2,1,0,2
872,0,0,2,6,5,1343,0,4,1,0,4,0,46,1,1,2,1,2,0,1,2
873,0,0,0,24,5,1382,1,3,4,0,1,0,26,1,1,2,1,2,1,0,2
874,0,1,3,15,3,874,4,1,4,1,1,0,24,1,0,2,1,1,0,0,2
875,0,0,0,12,3,3590,0,2,2,0,2,1,29,0,0,2,1,1,0,0,1
876,0,1,1,11,5,1322,3,2,4,1,4,2,40,1,0,2,1,2,0,0,2
877,0,0,0,18,1,1940,0,1,3,0,4,3,36,1,1,0,2,1,1,0,3
878,0,0,3,36,3,3595,0,4,4,0,2,2,28,1,1,2,1,1,0,0,2
879,1,0,0,9,3,1422,0,1,3,0,2,3,27,1,0,2,2,1,1,0,3
880,0,0,3,30,5,6742,4,3,2,0,3,1,36,1,0,2,1,2,0,0,2
881,0,0,3,24,3,7814,0,3,3,0,3,2,38,1,1,2,1,1,1,0,3
882,0,0,3,24,3,9277,4,2,2,2,4,3,48,1,1,2,2,1,1,0,2
883,0,0,1,30,5,2181,4,4,4,0,4,0,36,1,1,2,1,2,0,0,2
884,0,1,3,18,5,1098,0,0,4,1,4,2,65,1,1,2,1,2,0,0,0
885,1,0,1,24,3,4057,0,3,3,2,3,2,43,1,1,2,1,1,1,0,2
886,1,1,0,12,3,795,0,1,4,1,4,1,53,1,1,2,1,1,0,0,2
887,0,0,1,24,5,2825,4,3,4,0,3,3,34,1,1,2,1,2,1,0,2
888,1,0,1,48,3,15672,0,2,2,0,2,2,23,1,0,2,1,1,1,0,2
889,0,0,3,36,5,6614,0,4,4,0,4,2,34,0,0,2,1,2,1,0,3
890,0,0,3,28,1,7824,4,1,3,0,4,0,40,1,0,0,0,2,1,0,2
891,0,0,0,27,5,2442,0,4,4,0,4,2,43,1,1,1,1,4,1,0,3
892,0,0,3,15,5,1829,0,4,4,0,4,2,46,1,1,2,1,2,1,0,2
893,0,0,0,12,5,2171,0,2,4,0,4,1,38,1,1,0,1,2,0,1,1
894,0,0,1,36,5,5800,0,2,3,0,4,2,34,1,1,2,1,2,1,0,2
895,0,0,3,18,5,1169,4,2,4,0,3,1,29,1,0,2,1,2,1,0,2
896,0,0,3,36,4,8947,4,3,3,0,2,2,31,1,0,1,1,1,1,0,3
897,0,1,0,21,3,2606,0,1,4,1,4,1,28,1,0,2,0,1,1,0,3
898,0,1,3,12,5,1592,3,3,3,1,2,1,35,1,0,2,1,1,0,1,2
899,0,1,3,15,3,2186,4,3,1,1,4,0,33,1,0,0,0,1,0,0,1
900,1,0,0,18,3,4153,0,2,2,0,3,2,42,1,0,2,1,1,0,0,2
901,1,0,0,16,5,2625,0,4,2,0,4,1,43,1,1,0,0,1,1,0,2
902,0,0,3,20,5,3485,4,1,2,2,4,0,44,1,1,2,1,2,1,0,2
903,0,0,3,36,5,10477,4,4,2,0,4,3,42,1,1,2,2,2,0,0,2
904,0,0,3,15,3,1386,4,2,4,3,2,0,40,1,1,2,0,1,1,0,2
905,0,0,3,24,3,1278,0,4,4,0,1,0,36,1,1,2,1,1,1,0,3
906,0,0,0,12,3,1107,0,2,2,0,2,0,20,1,1,2,0,1,1,0,3
907,0,0,0,21,3,3763,4,3,2,0,2,0,24,0,0,2,1,1,0,1,1
908,0,0,1,36,3,3711,4,2,2,3,2,2,27,0,0,2,1,1,0,0,2
909,0,1,3,15,4,3594,0,1,1,1,2,1,46,1,0,2,1,2,0,0,1
910,0,1,1,9,3,3195,4,2,1,1,2,0,33,1,1,2,1,1,0,0,1
911,0,1,3,36,4,4454,0,2,4,1,4,0,34,1,0,2,1,2,0,0,2
912,1,1,1,24,5,4736,0,1,2,1,4,2,25,1,0,0,1,1,0,0,1
913,0,1,1,30,3,2991,4,4,2,1,4,2,25,0,0,2,1,1,0,0,2
914,0,0,3,11,3,2142,3,4,1,2,2,0,28,0,0,2,1,1,1,0,2
915,1,0,0,24,1,3161,0,2,4,0,2,1,31,1,0,2,0,1,1,0,2
916,1,1,1,48,0,18424,0,2,1,1,2,1,32,1,0,0,1,1,1,1,3
917,0,0,3,10,3,2848,1,2,1,0,2,0,32,1,0,2,1,1,0,0,2
918,1,0,0,6,3,14896,0,4,1,0,4,3,68,1,0,0,1,1,1,0,3
919,1,0,0,24,3,2359,1,0,1,2,1,1,33,1,1,2,1,1,0,0,2
920,1,0,0,24,3,3345,0,4,4,0,2,1,39,1,0,2,0,1,1,0,3
921,0,1,3,18,5,1817,0,2,4,1,2,3,28,1,1,2,1,2,0,0,2
922,0,0,3,48,4,12749,2,3,4,0,1,2,37,1,0,2,1,1,1,0,3
923,1,1,0,9,3,1366,0,1,3,1,4,1,22,1,1,2,0,1,0,0,2
924,0,0,1,12,3,2002,0,3,3,0,4,1,30,0,0,2,0,1,1,0,2
